review,label
"Spotify picks random times to update what I assume are my downloaded playlists every day, but it keeps getting stuck at 95-97% unless I manually open and then force close the app. Update: been over a month and still no fix. Dropping down to one star.",negative
I want to listen to one song but I have to watch a minute of adds then I plays a completely different song from another singer,negative
Why do i have less songs then before and trying to recover them and they can't play wth is this,negative
It assumes I like to listen to the same type of music all of the time,negative
"There's a problem when adding music to playlists, it doesn't allow you to preview the songs anymore.",negative
It adds musics that i dont want to listen,positive
"App freezes, controls disappearing from the screen, awful podcast and artist recommendations with no way to block them... I am very ready to abandon the premium I pay for and go back to sailing the seas",negative
"My spotify suddenly started bugging out, I have to open the app a lot of times before it starts working normally as it keeps on crashing. Hope this could be solved",negative
It has very good music and great playlists but sometimes i feel like rewinding the song but i can't,negative
The best without ads I mean with and without the best,positive
"Kind of new to using music apps, but so far so good, after several weeks using it.",positive
It is good....but there are Soo many ads and also there are no old songs,negative
"Very easy to use. Spotify makes Playlists suited to your music tastes, mood, occasions, activities, etc. Ads are infrequent and short. I highly recommend this app!",positive
Fantastic app it has all the music you want.,positive
"Tone done the ads, it's annoying while listening a playlist or album.",negative
"Consistently glitches, pauses and doesn't work",negative
"Great music choices, recent update has a bug in which the current music playing doesn't display at the bottom of screen when on the home screen. Fix that and you get 5 stars!",negative
Very nice app I get all the songs without give money and with very less ad,negative
"Easy to use, wonderful selection,",positive
"They know what I like, and they always deliver the best,.",positive
Spotify is a perfect app for music so in my opinion you should install it it has a lot of songs and stuff.,positive
"1) Has the worst shuffle algorithm I've ever seen. 2) App has become a mess of late, with slow load times and visual inconsistencies. 3) Insists on pinning on my homepage random albums/artists/podcasts from which I played one song/episode ages ago - keeping the likes of Discover Weekly and Release Radar out of sight. Spotify is a good service with a dreadful mobile app.",negative
"Good app, but you have to pay to preview songs when making a playlist now.",negative
Bluetooth is really bad about updating the device it's playing too. Other streaming services have no issue. Unstable updates seem to cause crashes regularly. Podcasts are a stupid addition to a music app.,negative
"Love the app but lately, As of yesterday, the song play/pause/like thing at the bottom regularly disappears making it impossible to change songs or pause. It also not on my lock screen like usual. I mean maybe reinstalling could fix it, but devs should fix the bug without us having to do it ðŸ›",negative
"When it works, it's great. Most days it will only play 2-3 songs completely, then the first 10s of everything else.",negative
Very bad app within 2 songs they presenting advertisement. Comparatively Jio Saavn is better atleast in that app we could listen nearly 10 songs without any advertisements and no subscription ðŸ˜¡ðŸ˜¡ðŸ˜¡.. Also how Spotify can think that we should pay money on these subscriptions to listen without advertisements. Please remove ads.......,negative
It's a good app but downloading songs shouldn't be a premium luxury As a broke student with no income its an inconvenience not to be able to listen to music offline,negative
Better sound,positive
at least its not slow like the desktop version,positive
It is one of the most beautiful applications I have ever known It is free and contains all the songs that I listen to,positive
The best streaming music ever!,positive
"bug; when opening the app and playing music it will begin to play without a play bar, have to close the app and reopen to get it to function properly please fix edit: its doing this again pls make it stop",negative
Would more options of continues play instead of just one episode,negative
"Used to be good. It dont let me play my playlists, pause, stop, start and go back a track from my phone (samsung). I emailed spotify and asked help from a member but nothings working.",negative
I love all the songs and the app is surprisingly fast on my 6 year old phone. And it rickrolled me!,positive
"huge let down, went on several fligths, never managed to download music for offline listening, says no internet connection and no songs can be played.",negative
"Got all my favorites and more, convenient too... could not ask for more",positive
Its fine for the most part. Some songs are there but won't play. Very intrusive ads during podcasts(pretty sure i have a paid subscription. Not easy to skip ads either. Gives a platform to people spreading misinformation during a global health crisis.,negative
Good,positive
If you consider adding substitel then it will be very helpful,positive
"When I go to a radio station, I don't want to listen to the same songs on my Playlist over and over again. Even my daily soundtracks are just songs from my main Playlist I listen to. I want something new, something interesting, not just the same songs over and over again shoved down my throat. I went through and hid all the songs on my Playlist in the last radio station I listened to and it was more then half my Playlist.",negative
There's an issue with my phone and I absolutely CANNOT get my app icons on my screen. I've tried and still unable to open spotify even after uninstalling and reinstalling it again. It only gives me the option to uninstall the app again and the icon will not pop up. What can I do??,negative
Great app overall. It's just hard to get it to stop playing certain songs completely. Like I have to consistently remove songs I dislike from suggested playlists.,positive
"three stars because the app is uncomfortable to use without premium, i can't even pick a song i want to listen and can only skip 6 songs",negative
Similar to other people - it seems to constantly be randomly stopping in the middle of songs and won't play I the background,negative
"Recommended audio apps, various types of audio are available. Even rare religious one. Salute!",positive
"Just migrated from Apple music. Not bad so far. I like the whole playlist thing but tbh it's a bit of an issue (like for when I wanna delete a song entirely that I put on multiple playlists). Also I really dislike the queue. I mean on Apple music on my queue page I can see next songs and previous songs together with their album art, I really loved that. And Spotify's lyrics page is a bit... Lacking. The fact that I can add local files on my Spotify is a huge bonus tho. Would update this later.",negative
"Spotify needs to make it easier to delete duplicates in playlists. But love their enhancement option for playlist. Spotify, when are you gonna create a dj mixing capability for playlists? It would be game changing. . . ;)",negative
Love it so far i can type in artist and fet all their songs i love.,positive
Until today all my playlists and saved songs have disapeard for no reason even when i go on spotifys own playlists nothing is there its stressing me out,negative
"App is great, would be a 5* but they changed the group session for some reason and now it takes about 50 extra steps to use and hardly works!",negative
A great app with all the best music,positive
Great selection of music.,positive
It logged me out when and wouldn't let log back into my account because I jad it in offline mode,negative
"Spotify keeps stopping mid song after I start. Happens sometimes every song, sometimes every 3rd but always happens. I'm the only one who uses it, cleared cache, uninstall and reinstalled, dont use power saving mode ever, have perfect Internet, deleted all my data and saved and started over and it CONTINUES to happen. I PAY for this, if its not fixed in the next couple of days I'm cancelling my subscription because this is pathetic at best.",negative
I love Spotify â¤ music because it provides all the albums for us. One thing about Spotify it has all no lie. I really do appreciate it very much.,positive
"App is broke, music won't stop or display played song currently. Also if you switch apps and go back it won't play or app may crash. My whole family is having the same issue. App was ok before and didn't do this",negative
Add some more advertisements so we can enjoy your advertisements without playing the songs,negative
"With every update this app seems to get worse. Frequent crashes are very annoying. Often when I pick something to play, the app will say ""Spotify is trying to play..."" but it is playing the audio I want, but without the controls to pause/fast-forward/rewind being available. To fix this I have to close the app multiple time and re open it. Spotify is awesome, but the app flat out sucks now.",negative
"Thank God Spotify has integrity. At the moment, they do not stand for cencorship. I use this app mostly for podcast but it also fulfill my musical preferences. Better than YouTube imo.",positive
"So many bugs. Doesn't work smoothly in airplane mode, when you should still be able to listen to downloaded episodes. Also crashes occasionally.",negative
Very nice all music,positive
"Oh my God new version is TRASH. 90% of the time it will be playing something but it won't register as anything playing so I can't pause, fast forward, save to likes, etc. Downgraded to previous apk until they fix this mess",negative
Very good App - All the music - old and new that you would love to listen to.,positive
"I've been experiencing lots of little bugs lately. Sometimes it resets my progress on a podcast. Sometimes it marks a podcast as played when I only listened to five minutes. It doesn't communicate with my car very well anymore, so the radio display shows the first song in a Playlist and not the current song. I have to close and restart almost any time I switch devices. When it works, it works great. But I hope they get this stuff working again soon.",negative
"Love Spotify! Hands down the best and easiest to use subscription radio for your $$! So much better than Apple music by far. As long as they are in business, they will have a customer in me",negative
Been having issues for over a week now just crashes everytime I use it and I have already uninstalled and reinstalled it a couple of times and updated it,negative
Love it works great in my car.,positive
There is an issue while trying to play Bbc world service podcasts. Can't play any of the bbc podcasts. I believe many of the listeners already raised this issue. Kindly fix this issue.,negative
I like spotify it is good . Pls put new songs on it .,positive
It's a lovely app but mode of payment is exhausting especially for Nigeria,negative
I absolutely like Spotify because I can turn off my screen and Spotify still playing. Unlike You Tube Music. Thanks Spotify ðŸ‘,positive
It keeps taking over my phone and car and auto playing stuff. Even though I turned autoplay off it continues to insist on autoplaying stuff and overriding SiriusXM 8n the car,negative
"Love the app, only wish it had playback speed like YouTube has, a good few songs that I ha e sound a lot better at a certain speed. How this could get fixed in the next update please and thank you.",negative
"Loved it before! but now I can't preview any of the songs in my add songs section. So I can't put anything new in my playlists. Not cool, please fix",negative
Great for Spotify,positive
Not much ads and good podcasts are there.,negative
I have had Spotify for quite a few years now. I have tried most music apps. I love music and I love Spotifying. Love Robbie Rob,positive
Very very very bad app i trail 1 day premium and download 30 song but next day song gone and not shows me my download song,negative
I love this app because you can listen to a bunch of cool songs including your favitorite songs or artis i love u so much spotify!! (: the resion i reted the ads a one is because their annoying and because i hate ads alot (:,positive
This app have very good international song collection.,positive
Can't open the app anymore. What the heck is going on?,negative
I love it it's easy to find the song you looking for rather it was back in the days or nowadays.,positive
"great app, I have premium and love the offline listening. Really enjoy being able to make my own playlists",positive
"Update: This app is becoming more and more terrible, may move to other streaming service soon. Original post: Thanks for reminding me to review Spotify. This app has gone really downhill lately and pretty much every update is accompanied by bugs, songs not playing, queues disappearing, new features not working.... Focus on getting the basics of music playing right rather than unnecessary features that no one cares about.",negative
Loved this app in the beginning. I could choose where I wanted my playlist to start off at... Now that you have updated the app I can no longer do that... On my tablet I have the older version of Spotify where I can pick the song that I want to start with... I just wish it was back to the way it was before this update that they had.... Still love the app though.,positive
Can you guys increase your streaming but rate even higher so we can get better sound quality.,negative
Oh my god! I am using this app for almost 2 years. This app is amazing a d I took premium of it and now it's sound quality is above than any other app! I think this is the future of music apps. I recommend you guys to plz buy premium at least buy a mini pack and try it. I took premium of 6months after listening some music on this app. Amazing app deserves 5 star definitely.,positive
These is just really good that I don't even have words for it,positive
Since my podcast is on here I am learning a great deal how to us the platform even for my favorite music.,positive
I'm not sure if anyone has been having similar issues but basically since March the app has been freezing and crashing. It won't load artwork and it takes five minutes for a song to load. I'm a very busy person who doesn't have time to wait for a song to load every time I turn on the app. I have switched to YouTube premium with music until Spotify gets it together. I have used it exclusively for the last five years but the app performance is so bad that I finally canceled my premium sub.,negative
"Generally a good app, but recent update was super buggy (no ""playing now"" section, music pauses for few sec every minute or so), and no ""backward patch"" was released despite the fact that it was released 2 weeks ago",negative
Wouldn't use any other music service!,negative
"Whenever I head to my liked songs and play a specifc one, it'll only play for a few seconds.",negative
"Very easy to use, Easy to navigate, easy to make a playlist, and then find it and add stuff to a playlist. This is the first time I've ever used Spotify, it's excellent for podcast. I really like this app.",positive
I love it app so nice songs ðŸ¥°ðŸ¥°ðŸ¥°,positive
Wow SizzLing HOT and Oozing with GLAMOROUS ELEGANT SEDUCTIVE SEX AppeaL TROPHY  GIRLFRIEND just Like Me DeLicious ,positive
Easy to make a playlist of your favorite artists.,positive
"Lame and constraining like YouTube as of late, forcing one to listen to music, not allowing skipping through or directly choosing what to listen to half the time. Gives me the motivation to but CDs or mp3s again and build a collection.",negative
Excellent,positive
"Awesome I like this music app I really enjoy music in very high quality but some movies missing like rakshak, itihaas, mrityudaata, tere mere sapne, diljale etc",negative
The update earlier this year has stopped connecting to my car stereo Spotify app. This was the main reason I went with Spotify and the stereo. The unit is a pioneer MVH-X580DAB. I have since updated the firmware and it is not that. After doing some research it appears to be a common problem with different stereos. I don't just want to roll back my Spotify app. I would like it to be fixed. Or do I go back to amazon?,negative
Awesome application for listening songs. I just love it ðŸ”ðŸ’¯,positive
Almost all the basic features of a music player--as basic as selecting a specific song to listen to--are premium only. The desktop version is fine but the mobile version is useless because of this.,negative
Had a few issues but mostly enjoy it. Been using Spotify for year's and for me it's the best. Some song's are missing or can't be played but that's ok.,positive
It's the best thing to listen to when your alone,positive
This app is amazing â¤ï¸ i just love Spotify â¤ï¸,positive
Thank you so much for ur kindness atleast I can choose 4 or 5 songs I wanted,positive
"Love Spotify, unfortunately you almost have to buy the subscription so you're not bombarded with ads. I also don't like that for some reason all my saved (liked) songs and albums just disappear, it will only ever show me my most recent - not sure if ther is a limit, but either way it's annoying, especially that I pay $17 a month!",negative
I love the playlists and the wide variety of songs and podcasts,positive
"I really love this app, it has just the right kind of Playlist that everyone needs.",positive
Best app for music playlists!!!,positive
"I Can't see my downloaded audiobooks when I'm offline, I hate this new updateðŸ˜¤",negative
"Since last update the app is unreliable. Crashes a lot, starts playing on it's own, the mini player on the notification bar doesn't show or doesn't work, Bluetooth devices are all over the place. please roll back",negative
This is the best music player i've ever used.It has a good quality of playing music and you can have access to all kinds of music that you want.,positive
Best quality of audio but sometimes the ad will come in front of audio,negative
"It was good at first. But now I have to pay to shuffle through my favorite music. Whenever I want search up a song and click on it it plays a WHOLE other song, its very annoying. So many things wrong with spotify.ðŸ˜•",negative
4 30 second ads for skipping one song? My 5 star just went to 2.,negative
I am not a big fan of any advertising other than that I really enjoy the variety of artist and listening to my favorite songs of my past and present artists I was gifted an AQURBOOST BOOM speaker for Xmas which I use to accompany Spotify this 5 star app. Thank you and bless you.,positive
Excellent ðŸ‘Œ... Good for burning calories....,positive
now play bar is missing :(((,negative
Annoying that your music will sometimes just undownload if you have premium,negative
"After the latest update, my spotify keeps on crashing whenever i hit play. Tried uninstalling and installing it again its still the same. I have premium subscription. ðŸ™„ðŸ˜¤ðŸ˜®â€ðŸ’¨",negative
"I'm putting my stars down to 3 for the moment so that I can report an issue. I'm trying to add music to my Playlist, but it no longer let's me preview a snippet from the tracks so I can't tell what the pieces sound like before I want to add them into my Playlists.",negative
"Ossm for music lovers,it's really good",positive
Spotify is a fantastic music app,positive
"Not sure whats going on. But since switching my phone to a newer device, when my screen locks, or goes black, the music starts to buffer. Like, the song would be playing, it would pause then play again then pause again 2 seconds later. I am finding no solution online. So I came here to see what could be going on and it seems alot of other people are having the same issue. The music will still play if the screen is on though.",negative
November 2021 update messed with the friend feed and STILL hasnt been fixed ffs,negative
This app is so awesome u can listen to the artist around the world and its quality is the best,positive
Work really well with Android Auto on those long drives home.,positive
The queue just doesn't work,negative
Since few weeks crashing all the times. Looking for other app.,negative
The only bad part is the ads,negative
"Horribly buggy. Also, stop shoving podcasts down our throats! I pay for Spotify, I don't want to see more ads! Update: still buggy",negative
Sound stops every 5 min. Here 12. Of April the app sucks and not the money I for it.,negative
Sound Quality of some of the older songs are pretty bad. Perhaps because the original recordings were not that good,negative
"it's an amazing app, get all the music you want ðŸ˜",positive
Hate the ads but love the variety of music.,positive
"Same issues as everyone else with it randomly stopping or not showing controls and doesn't seem to work well with Android auto anymore and refuses to play music. Getting tired of it constantly breaking, do you do any testing at all?",negative
If you log out this app then never log in in again. I am trying to login but it doesn't work. Its wrost application .. don't use and Don't download,negative
"They charge you more every month, but fails to deliver a bug free version. Soooo many glitches.",negative
Best music app evahever,positive
The app keeps crashing and the play bar disappears then I can't pause skip nothing cause it causes my controls in my work truck to stop working but I close the app for a few min to get it to work properly agian and I listen daily I'm pay for it to work properly not to give me issues like this if it keeps happening I'm going to have to find someone else,negative
Very good for me. I love songs to hear and sing.,positive
"This is one of the best music apps ever. Thank you Spotify for allowing me to put all my music together in different groups. Although I am unable to afford the Premium, the free version of this app is just as good.",positive
I have a Samsung s10+ and Spotify previously worked fine. But recently the playbar has disappeared and songs are glitching or stop completely! Would not recommend.,negative
"Crashes all the time, shuffle sucks, too many stupid features/bugs, downloaded songs won't play in airplane mode",negative
I don't pay for music and the ads do not bother me. Seems to have a decent selection of music and well randomized for my taste. I especially like the daily lists that are automatically created for me.,negative
How can I preview songs to see if I will like them? I'm not gonna wait how many songs just to play one song if I don't even like it yet. Also I'm free plan user. Pls add back the preview.,negative
Very nice app for listening songs ðŸ‘ðŸ˜,positive
"2022 0503. 88mb size app, better to use lite versions",negative
"I've been having issues about the app. I can't play my fav song on TTH playlist, it's been hancked. I tired asking for her help on SpotifyCares and emailing Spotify Supports but I got no response from your people. It's been days!!",negative
I can't listen to the songs I downloaded offline. Which is exactly why I downloaded them. To be able to listen to my playlists online.,positive
Good app but they should let us download songs for free and the ads are irritating me Spotify don't think me wrong stop ads !!!!!!!!!,negative
"I find this app quite good. I use it almost on a daily basis, and is very enjoyable. And for a very cheap price you can upgrade to premium and get no adds. Even with ads, it is still very enjoyable, and I highly recommend it.",positive
I have kept my monthly payments up to date and it yet still won't let me connect to my ps4 like what am I paying for ?????,negative
I just love finding all my favorite songs!,positive
Like music download this app then you'll really will love music I did,positive
Used to be a solid 5. This new update ruined my experience! I no longer can control or skip a track. The player interface is gone. Major deal breaker for me.,negative
ð—§ð—¼ ð—¯ð—² ð—µð—¼ð—»ð—²ð˜€ð˜ ð—œ ð—¿ð—²ð—®ð—¹ð—¹ð˜† ð—¹ð—¶ð—¸ð—²ð—± ð˜ð—µð—² ð—®ð—½ð—½ ð—œ ð—°ð—®ð—» ð—µð—²ð—®ð—¿ ð—®ð—»ð˜† ð˜ð˜†ð—½ð—² ð—¼ð—³ ð˜€ð—¼ð—»ð—´ ð—œ ð˜„ð—®ð—»ð˜ ð—¼ð˜ƒð—²ð—¿ ð—µð—²ð—¿ð—² ð—²ð˜ƒð—²ð—» ð—¶ð—³ ð—œ'ð—º ð—½ð—¹ð—®ð˜†ð—¶ð—»ð—´ ð—¥ð—¼ð—¯ð—¹ð—¼ð˜… ð—œ ð—°ð—®ð—» ð˜€ð˜ð—¶ð—¹ð—¹ ð—µð—²ð—®ð—¿ ð—ºð˜† ð—³ð—®ð˜ƒð—¼ð—¿ð—¶ð˜ð—² ð˜€ð—¼ð—»ð—´ð˜€ ð—²ð˜ƒð—²ð—¿ð˜†ð—¼ð—»ð—² ð˜€ð—µð—¼ð˜‚ð—¹ð—± ð—´ð—²ð˜ ð˜ð—µð—¶ð˜€ ð—®ð—½ð—½!!,positive
"CI/CD is cool until you break the app. Please put more checks in place before deploying. Will revert this review when bugs are fixed. Great data science, great music selection, great sound quality. Easily my number 1 music streaming service.",positive
canvas feature doesn't work anymore,negative
"I love this app. Have been a subscriber for about 5 years now. This is just me probably, but I have always wanted a music app where you can loop part of a song. That'd be so rad! I hope y'all make it happen ðŸ¤™",positive
"Very useful app,going premium is a better choice because one can hear ad.free music",negative
"Little bugs, easy to navigate interface, heavy selection of artists, Playlists are nice, this has become the golden standard of what a music platform has to offer.",positive
It's ok but it's getting expensive and it is literally useless if you do not have a high speed internet connection. It's better to put it on airplane mode than dare drop below perfect signal,negative
Very good app for music listeners,positive
Amazing I luv this app especially at the the end of the year they show ur stats for the year,positive
Spotify is awesome. I have found every song that I have looked up. And the download feature I great since I drive a lot for work and it can be hard or impossible to find good radio stations in some states along back roada.,positive
Everything is premiumi cant understand this app,positive
I love all of the options I have to listen to music on Spotify. Awesome!,positive
Love the music variety and app. Although buyer beware the download while on cellular data toggle is very buggy and while I had it set to off the app downloaded 7 GB worth of music to my phone before I got a notification from my carrier of high data usage. Never really been an issue until the last couple of updates but could cost someone alot of money luckily I have 8 GB worth of data or that could have cost me $700 (my carrier charges $10 per 100mb after limit). This needs to be fixed!,negative
"I can't find a way to reorganize my playlist. I am going to edit playlist, but there is no list of the songs so that I can reorganize it. Please fix it",negative
"I love Spotify. Even though when my premium ran out, I could no longer access my library of songs.",positive
"I like spotify. But recently, the app keeps on crashing and when I want to update it, it doesn't work eveb though I have huge amount of storage left.",negative
Its fun i could find every song from any music artist i choose even some old songs from back in the day,positive
Money grubbers Cant even skip the song these days without premium,positive
Best thing since microwave pot pies!,positive
Amazing music app all the best new music in the palm of my hand,positive
Yall are great with good music to chose from,positive
Best streaming app imo!,positive
"App was working perfectly then Had a new update 3 days ago since then the app keeps crashing, sometimes will just play in the background and cannot find controls have to restart my phone to get it working again. Now i cant be restarting my phone every couple hours for this....someone please fix this.",negative
I liked the app was good to hear all my old school songs i used to listen to but didn't have all of the songs a bit disappointing but a very good app would recommend,positive
Please get the shuffle button on playlists back,negative
Fjiiok,positive
Fun fun fun!,positive
Best pod cast and music,positive
"I absolutely love this app, it's the best free music app I've had! It's even got the Undertale and omori soundtracks. However, my music keeps shuffling, and I don't know how to stop it from shuffling. Ik that green play button on my playlists has the shuffle button on it, and I'm not sure what that means lmao. So, if someone could help me out with that, that'd be cool.",negative
The best music streaming app on the planet,positive
This app is so bad. You only get 6 skips per hour but yet they add 10+ random songs to your playlist. You can't even put your song on repeat.,negative
"I love spotify so much, i honestly think my life depends on the damn app. <3",positive
Very very good,positive
The app is all good i love it but for me it doesn't show lyrics..is it common? People i know who have Spotify they have lyrics..,negative
Plays Commercials but then don't play music on my tablet. Iv removed n reinstalled still same.. Update now don't play on my tone.. good by spotify,negative
Love the app and use it all the time!!!,positive
"Premium user. Love the app, but today for over five hours now, it's been telling me 'No internet connection,' which isn't true because every other mobile data-reliant app on my phone is working. I have switched off my phone, cleared cache, uninstalled the app, redownloaded. But now I can't even sign in because it keeps saying 'No Internet connection.' This sucks!",negative
"Good music app, gives you a lot of options for free",positive
I'm having the same problems other people seem to be having atm. The now playing feature is suddenly non existent so I can't skip through my playlist. It also won't turn off when I turn off my Bluetooth device. It just keeps playing through the phone so the only way i can stop the music is by uninstallling the app. I'm at the point of not really wanting to reinstall it because its so frustrating to use. I'm also getting 3 - 4 second pauses in the middle of songs.,negative
My everyday music app. Has a large database of songs compared to Prime Music.,positive
It won't let me play my own playlists and plays other songs suggested to me. The songs in my playlist only play for a few seconds.,negative
Nice and easy to use.,positive
"It would have been better if they were lyrics or like the iTunes,01/07/2022 thank you for the lyrics ðŸ¥°",negative
"I don't have any complaints over the app but, I've got a suggestion if you can consider. I was just thinking, if there would be an option to mute all notifications that could disturb the song. Like a slider near shuffle or repeat option so that the user can listen songs without disturbances. But keeping in mind the importance of the notifications in one's life, this option could be turned off manually or automatically when someone clears the RAM or closes the app.",negative
"Ok. I get it. You're bound to have ads if you don't subscribe to premium, but does it have to be 5-6 ads, and usually the same ads, between every song?! We're promised 30 minutes of ad free streaming and that should be consistent. Not just at the start of playing a Playlist and then the rest of the time it's ads and more ads.",positive
"Best premium streaming music app I've used, nice job spotify",positive
It amazing if it continues providing free music.At the moment I'm getting old music of my choice. Keep it up.,positive
I've been a premium subscriber for 10 years. I LOVE Spotify! I've never had a problem finding what I like to listen to. The app is easy to navigate and user friendly. They definitely have something for everyone. I am a happy Spotify customer!,positive
Best way to hear pure way of music and huge collection,positive
"This is the best music app ever premium is cheap and you can get any song you want, you can use spotify without premium",positive
More commercials than songs. Disappointing.,negative
"Excellent app.. Nice playlists, easy interface.. 5 stars",positive
Spotify has become my sole music player app because of the playlists I have made.,positive
This app is really good if u have premium but if your not looking to pay its probally not the best because if u search a song u will have to wait for the 4th 1 to be yours but u only hqve 6 skips an hour,negative
Spotify is AMAZING ðŸ¤©ðŸ¤©ðŸ¤—ðŸ¤—the only reason i gave it four a lot of ads and shouldn't need internet other than that A...MAZ...ING DELIGHTED AND DEFINITELY INSTALL THIS ITS WORTH YOUR TIME,positive
Fantastic music app with variety of songs collection. Really loved and enjoying it daily.,positive
Great music app ^^ well let's say it used to be such a great app... but sinds the latest update I experience a lot of annoyances :(,negative
every damn time I try to get my premium I get unable to connect error AFTER I finished loading the damn page. this doesn't happen when using normal browser. your app is trash yo.,negative
You broke it with the last update. GUI disappearing without reason. Rollback and try again,negative
Amazing music app with a massive flaw The 10 dollars for premium is worth it since you can download music for offline and stream without ads But it's impossible to customize the home screen. I'm stuck with podcasts that I never listen to taking up screen space instead of music,negative
I really enjoy keeping updated and listening to my music favorites with Spotify. It makes me happy and makes me feel relaxed! Thank you Spotify. Year later and enjoying Spotify so so much. I appreciate the variety of oldies that I am entertained with while driving!!! Thank you Spotify!!!,positive
"It is awesome, i have the free version. I don't mind the adds, I just don't like the fact that they are so loud. I find the right volume I want, and then bam an add, it is really frustrating.",negative
Smooth and clean what more to say,positive
Amazing there music is everything your want and it's no charge of pay ðŸ™‚,positive
Its good until it stops giving you the 30 minutes ad free,positive
Love this app but quality of each song can still be improved to HD. Some are not up to CD Quality,positive
Go and fix your app I can't connect to Spotify with mobile data it does not work I use an android phone and it supports dual SIM it only works on Airtel network it I try to use MTN it just show me connect to the internet very vexing I noticed it after going premium ðŸ˜¡ I don't even know anymore I switched my sim and I can't connect to Spotify anymore even when all other apps are using mobile data Spotify keeps on telling me to connect to the the internet I'm tired I might switch to apple music,negative
Best music platform!! A +,positive
Good app only downside really is the ads but I've come to accept it,positive
"The first download this music app, everything is normal. But , after some time when I turn on the offline mode, some of album art not appeared. Please fixed this issues",negative
"On my old phone (Xiaomi Mi 8), the equaliser worked perfectly fine. Now, on my Xiaomi Mi 9T Pro, it doesn't work at all. Please fix this.",negative
I used to love this app and could deal with ads. But now with the update or whatever I can't listen to just one song no it has to be shuffled with songs I don't want to hear. And yesterday when I was trying to skip one song (I didn't use any of skips that hour) It wouldn't let me skip and kept saying I discovered a premium feature. I used to want to recommend it friends but I wouldn't recommend to anyone.,positive
Love the app just hate how you cant skip as many times as you want,positive
I personaly love using it because it has no complications and the sound is never distorted.,positive
I loved this app I can listen to every song I want to listen and they even have very nice playlist ðŸ˜„ðŸ˜„,positive
Lovely music of my choosing. No hiccups enjoyable listening,positive
It is very good app. I like it very much. I give four stars for too many ads. So please solve this problem. And thank you for this app.,positive
The best new music algorithm out there!,positive
"This app used to work very well. Now it's one of the least functional apps on my phone. Playing music when my phone screen is locked is the function I use this app for, but that seems to be compromised.",negative
BMW iDrive 6 integration is completely broken. We pay for Spotify but gets poor support. Seems iTunes works flawlessly with BMW.,negative
My premium doesnt work and i tried everything already but it wont work.,positive
Awesome Playlist organizer and easy navigation!,positive
"a bit of suggestion to spotify, could you add an on and off setting on recommend songs? it gets annoying when random musics starts playing in my playlists! if you add it I'll give a 5 star rating, thanks.",negative
I love it app I like it soo much Listening to: Spotify 01:43 â”â”â”â”â—â”€â”€â”€â”€â”€ 03:50 â‡†ã…¤ ã…¤â—ã…¤ âšâš ã…¤â–· ã…¤ã…¤â†»ï»¿ Ä±lÄ±Ä±lÄ±Ä±lÄ±Ä±lÄ±Ä±lÄ±Ä±lÄ± á´ á´ÊŸá´œá´á´‡ : â–®â–®â–®â–®â–®â–®â–®â–®â–®â–®,positive
"My preferred language for Music is Kannada, there is no playlist dedicated for Kannada instead there is dedicated playlist for all other languages such as Hindi, Telugu, Tamil, Malayalam and Marathi. I would rather stop using such Music apps. Shame on you",negative
"Mostly great, but if you must interrup make you commercials good. Not effin stupid and annoying.",positive
Best music platform. Very classic.,positive
Nice but please reduce some adds,positive
I just want to be able to delete some of the songs that use to listen to because the person who made that song did something absolutely terrible and I don't wanna be able to look at their songs and remember what they did ðŸ§ðŸ¾â€â™€ï¸,negative
"Ads. How many can a person bear at once ? One , two , what the hell is 3 ads all together ? Really Dissappointed with the ads cause not everyone is willing to buy the premium. Limit the ads that's a suggestion",negative
As I am a Kpop fan it l really love it and there many more songs with lyrics lt is just awesome ðŸ’œðŸ’œðŸ’œðŸ’œðŸ’œðŸ’œðŸ’œ,positive
I can't select what song to listen and only 6 skips per hour that's annoying please chang that,negative
I love the application and thank the developers and my favorite podcaster Joe Rogan. Easy use and easy accessable everywhere and everytime! Thanks a lot!,positive
Good i love it i even love how u can hear music while playing (:,positive
App won't connect to the spotify in my vehicles radio now. It worked just fine a couple of weeks ago then all the sudden won't anymore. The phone connects but spotify does not. It plays though Bluetooth but not the spotify app. Has to be a update caused it. I have a pioneer avh-2500nex head unit.,negative
It's a good app. Although I logged out of my account so my friend could do something on her account cuz her phone died. But when I tried to log back in it said my account doesn't exist. I'm still logged into it on my Playstation and I'm putting in the exact info like username and everything on my phone but it still says it doesn't exist.,negative
"Spotify is okay (not great) for playing music, but it is the worst podcast platform. It's extremely irritating that there are now so many Spotify exclusive podcasts when they are so bad at streaming podcasts. It doesn't remember where I left off and randomly in the middle of a podcast it'll stop and start playing a different episode. As for music, Spotify seems to choose the cheapest option to play (weird covers or other languages) rather than the popular or desired version of a song.",negative
"What the hell?? You cant control the timestamp of the song, and if you want to play another song in your liked songs you cant play it, it only give you a short moment of the song and IT IS SO ANNOYING, YOU CANT EVEN PLAY AGAIN THE SONG WHEN YOU WANT, YOU CANT DRAG IT TO THE LEFT SIDE OH MY GODD",negative
"I would give this a 5 star but recently it's now just not working anymore, can no longer view podcasts or albums or even start playlists.",negative
I like the app cause it has the songs I like but there are way to many ads just the other day I was listening to music and it played two songs then played like 7 ads then at that point I just stopped playing the music and went to my other and better music app Treble Music.,negative
